Genere,Imdb_rating,User_rating,Directed by,Produced by,Written by,Hero,Heroine,Music by,Cinematography,Edited by,company,Release date,Language,num_nulls
Romance,5.5,83.0,Madhura Sreedhar Reddy,M.V.K. Reddy,Others,Mahat Raghavendra,Piaa Bajpai,Sunil Kashyap,Prasad G.K.,Dharmendra Kakarala,Shirdi Sai Combines,March,Telugu,3
Drama,4.4,58.0,Radha Mohan,Prakash Raj,Radha Mohan,Allu Sirish,Yami Gautam,S. Thaman,Preetha Jayaraman,I. J. Alen,Prakash Raj Productions,April,Telugu,2
Romance,6.0,83.0,Chandu,Venkata Suresh,Others,Charmy Kaur,Rahul haridas,MGK Praveen,Others,V. Nagireddy,Touring Talkies,August,Telugu,4
Thriller,2.5,83.0,Sekhar Suri,G. Phanindra,Bala,Sri,Maadhavi Latha,Vijay Kuravkula,K. Rajendra Babu,Bhimreddy Tirupathi Reddy,Sri Vijayabheri Productions,February,Telugu,2
Tollywood,6.0,83.0,Balaji N. Sai,Thella Ramesh,Varaprasad Nakkala (Lyrics),Uday Kiran,Reshma Rathore,Dhake,Murali,Others,Others,April,Telugu,6
Comedy,6.2,84.0,Sundar C.,Ronnie Screwvala,Nalan Kumarasamy,Siddharth,Santhanam,C. Sathya,Gopi Amarnath,Praveen K. L.,UTV Motion Pictures,June,Tamil,0
Romance,6.0,83.0,Bhanu Shankar,Pattikonda Kumara Swamy,Others,Varun Sandesh,Nisha Agarwal,Ravi Varma,Others,Others,Others,June,Telugu,8
Comedy,5.7,83.0,Siraj Kalla,Raj and D.K.,Siraj Kalla,Varun Sandesh,Sundeep Kishan,Mahesh Shankar,Lucas,Dharmendra,D2R Films Pvt Ltd,December,Telugu,3
Comedy,7.2,89.0,Surender Reddy,Baby Bavya (presenter),Others,Allu Arjun,Shruti Haasan,S. Thaman,Manoj Paramahamsa,Gautham Raju,Sri Lakshmi Narasimha Productions,April,Telugu,1
Comedy,8.4,95.0,Sukumar,Ram Achanta,Sukumar,Mahesh Babu,Kriti Sanon,Devi Sri Prasad,R. Rathnavelu,Karthika Srinivas,14 Reels Entertainment,January,Telugu,1
Action,7.4,89.0,Chandoo Mondeti,Venkat Srinivas,Chandoo Mondeti,Nikhil Siddharth,Swati Reddy,Shekar Chandra,Karthik Ghattamaneni,Karthika Srinivas,Magnus Cine Prime Pvt. Ltd.,October,Telugu,1
Comedy,8.1,87.0,Vikram Kumar,Akkineni Family,Harsha Vardhan (dialogues),Akkineni Nageswara Rao,Akkineni Nagarjuna,Anup Rubens,P. S. Vinod,Prawin Pudi,Annapurna Studios,May,Telugu,0
Comedy,5.5,78.0,Srinu Vaitla,Ram Achanta,Anil Ravipudi,Mahesh Babu,Tamannaah,S. Thaman,K. V. Guhan,M. R. Varma,14 Reels Entertainment,September,Telugu,1
Drama,7.5,85.0,Prashanth Mandava,Sambasiva Rao,Anand Ravi,Nara Rohit,Shubra Aiyappa,Sai Kartheek,Chitti Babu,Nandhamuri Hari,Sudha Cinemas,April,Telugu,1
Comedy,7.8,88.0,Srinivas Avasarala,Sai Korrapati,Srinivas Avasarala,Naga Shourya,Rashi Khanna,Kalyani Koduri,Venkat C. Dileep,Kiran Ganti,Varahi Chalana Chitram,June,Telugu,1
Action,5.3,83.0,Vamsi Paidipally,Dil Raju,Abburi Ravi (Dialogues),Ram Charan,Shruti Hassan,Devi Sri Prasad,Ram Prasad,Marthand K. Venkatesh,Sri Venkateswara Creations,January,Telugu,0
Drama,7.1,81.0,Praveen Sattaru,Chanakya Bhooneti,Others,Kishore,Lakshmi Manchu,Mickey J Meyer,Suresh Ragutu,Dharmendra Kakarala,A Working Dream Production,April,Telugu,3
Drama,8.3,87.0,Sripriya,Daggubati Suresh Babu,Paruchuri Brothers,Daggubati Venkatesh,Meena,Sharreth,S. Gopal Reddy,Marthand K. Venkatesh,Suresh Productions,July,Telugu,0
Comedy,6.1,85.0,Vijay Kumar Konda,Akkineni Naga Chaitanya,Vijay Kumar Konda,Naga Chaitanya,Pooja Hegde,Anoop Rubens,I. Andrew,Prawin Pudi,Annapurna Studios,October,Telugu,1
Action,6.6,77.0,Boyapati Srinu,Ram Achanta,M. Ratnam (dialogues),Nandamuri Balakrishna,Jagapathi Babu[2],Devi Sri Prasad[5],C. Ram Prasad,Kotagiri Venkateswara Rao,14 Reels Entertainment,March,Telugu,0
Action,5.1,73.0,Santosh Srinivas,Bellamkonda Suresh,Santosh Srinivas,N. T. Rama Rao Jr.,Samantha Ruth Prabhu,S. Thaman,Shyam K. Naidu,Kotagiri Venkateswara Rao,Sri Lakshmi Narasimha Productions,August,Telugu,1
Horror,2.5,83.0,Ram Gopal Varma,Tummalapalli Rama Satyanarayana,Ram Gopal Varma,J. D. Chakravarthy,Naveena,Sanga Pratap Kumar,Anji,Nagendra Adapa,Bhimavaram Talkies,November,Telugu,3
Comedy,6.6,83.0,Sriwass,V. Anand Prasad,Sridhar Sapna,Gopichand,Rakul Preet Singh,Anoop Rubens,Vetri,S. R. Sekhar,Bhavya Creations,September,Telugu,0
Family,5.6,82.0,Krishna Vamsi,Bandla Ganesh,Krishna Vamsi,Ram Charan,Srikanth,Yuvan Shankar Raja,Sameer Reddy,Naveen Nuli,Parameswara Art Productions,October,Telugu,1
Thriller,5.6,79.0,Sekhar Kammula,Deepak Dhar,Others,Nayantara,Pasupathy,M. M. Keeravani,Vijay C. Kumar,Marthand K. Venkatesh,Logline Productions,May,Telugu,1
Comedy,7.5,90.0,Sujeeth,V. Vamsi Krishna Reddy,Sujeeth,Sharwanand,Seerat Kapoor,Ghibran,R. Madhi,Madhu,UV Creations,August,Telugu,1
Action,6.1,87.0,A.S. Ravi Kumar Chowdary,Bunny Vas,Diamond Ratnam (dialogues),Sai Dharam Tej,Regina Cassandra,Anoop Rubens,Dasaradhi Sivendra,Gautham Raju,Geetha Arts &,November,Telugu,0
Comedy,6.1,82.0,A. Gokul Krishna,Aditya Chopra,Rajiv Rajaram (dialogues),Nani,Vaani Kapoor,Dharan Kumar,Loganathan Srinivasan,Bavan Sreekumar,Yash Raj Films,February,Tamil,1
Action,5.8,78.0,Deva Katta,K. Achi Reddy,Deva Katta,Naga Chaitanya,Samantha Ruth Prabhu,Anoop Rubens,Srikanth Naroj,Gautham Raju,Max India Productions,June,Telugu,1
Action,7.1,94.0,Krishna Chaitanya,T. Prakash Reddy,Others,Nara Rohit[1],Vishakha Singh,Sunny M.R.,Aravindan P. Gandhi,Others,Moviemills & Cinema5,November,Telugu,4
Action,4.2,86.0,V. V. Vinayak,Bellamkonda Suresh,Kona Venkat,Bellamkonda Sreenivas,Samantha Ruth Prabhu,Devi Sri Prasad,Chota K. Naidu,Gautham Raju,Sri Lakshmi Narasimha Productions,July,Telugu,1
Comedy,5.8,57.0,Sai Rajesh (Steven Shankar),Sai Rajesh (Steven Shankar),Sai Rajesh (Steven Shankar) (story / screenplay / dialogues),Sampoornesh babu,Ishika Singh,RK,Ravi Kumar Sana,Karthika Srinivas,Amrutha productions and VSS Creations,April,Telugu,1
Comedy,4.5,79.0,Udayasankar,Daggubati Suresh Babu,Kavi Kalidas (Story),Sunil,Ester Noronha,Anoop Rubens,Santosh Rai Pathaje,Marthand K. Venkatesh,Suresh Productions,February,Telugu,1
Action,5.6,79.0,Srikanth Addala,Tagore Madu,Srikanth Addala,Varun Tej,Pooja Hegde,Mickey J Meyer,S. Manikandan,Marthand K. Venkatesh,Leo Productions,December,Telugu,1
Romance,5.7,73.0,Maruthi,Bunny Vasu,Maruthi,Allu Sirish,Regina Cassandra,Others,Richard Prasad,Ashok Kuruba,Geetha Arts,May,Telugu,3
Horror,6.5,83.0,Raj Kiran,Kona Venkat,Kona Venkat,Srinivasa Reddy,Anjali,Praveen Lakkaraju,Sai Sriram,Atkuri Teja,M.V.V Pictures,August,Telugu,2
Comedy,6.1,78.0,G. Nageswara Reddy,Manchu Vishnu,Kishore Tirumala (dialogues),Manchu Manoj,Jagapati Babu,Achu,Satish Mutyala,S. R. Shekhar,24 Frames Factory,October,Telugu,0
Romance,5.2,78.0,A. Karunakaran,N. Sudhakar Reddy,A. Karunakaran,Nithiin,Mishti,Anoop Rubens,I. Andrew,Prawin Pudi,Sresht Movies,December,Telugu,1
Thriller,7.3,83.0,Mahi V Raghav,Rakesh Mahankali,Mahi V Raghav,Sai Ronak,Nandu,Rahul Raj,Sudheer Surendran,Shravan,Moonwater Pictures,October,Telugu,3
Thriller,7.6,83.0,Ram Gopal Varma,Vishnu Manchu,Ram Gopal Varma,Vishnu Manchu [1],Revathi,Others,Nani Chamidisetty,Santosh Bammidi,24 Frames Factory,September,Telugu,3
Comedy,7.3,83.0,Aneesh Krishna,Ashok Vardhan,Others,Rahul Ravindran,Hebah Patel,Bheems Ceciroleo,Sai Sri Ram,Others,Ashoka Creations,November,Telugu,5
Family,7.4,83.0,S. V. Krishna Reddy,Dr. K.V.Satish,Others,Dr.K.V.Satish,Diah Nicholas,S. V. Krishna Reddy,Others,Others,Krishvi films,November,Telugu,6
Action,5.5,84.0,Mahesh P,Vamsi Krishna Srinivas,Mahesh P,Sundeep Kishan,Regina Cassandra,Achu Rajamani,Sai Sriram,Marthand K. Venkatesh,SVK Cinemas,July,Telugu,1
Action,6.1,83.0,B Chinni Krishna,Ammiraju Kanumilli,Others,Allari Naresh,Karthika,Shekar Chandra,Vijay Kumar,Gowtham Raju,Siri Cinema,November,Telugu,3
Comedy,5.2,83.0,Ravi Babu,Tripuraneni Rajendra,Others,Allari Naresh,Bhumika Chawla,Chakri,Sudhakar Reddy,Others,Maharadhi Films,April,Telugu,5
Romance,5.6,83.0,Gopi Ganesh,Dorai Swamy,Puri Jagannadh,Sairam Shankar,Adonika,Sunil Kashyap,P.G. Vinda,Navin Nooli,Others,October,Telugu,4
Comedy,6.6,87.0,Kumar Nagendra,Ashok,Kumar Nagendra,Sundeep Kishan,Raashi Khanna,Bheems Ceciroleo,M R Phalani Kumar,S R Sekkhar,Sri Keerthi Films,November,Telugu,2
Action,5.2,84.0,Puri Jagannadh,Puri Jagannadh,Puri Jagannadh,Nithiin,Adah Sharma,Anup Rubens,Amol Rathod,S. R. Shekhar,Puri Jagannadh Touring Talkies,January,Telugu,1
Comedy,7.7,89.0,Prakash Raj,Prakash Raj,Tamil Dialogues:,Prakash Raj,Sneha,Ilaiyaraaja,Preetha Jayaraman,Kishore Te.,Prakash Raj Productions,June,Tamil,1
Horror,4.6,83.0,Ram Gopal Varma,Tummalapalli Rama Satyanarayana,Ram Gopal Varma,Navdeep,Tejaswi Madivada,Pradyothan,Anji,Pratap Kumar Sanga,Bhimavaram Talkies,July,Telugu,2
Comedy,6.7,91.0,Ravi Chavali,K. K. Radhamohan,Ravi Chavali,Aadi,Shanvi Srivastava,Anup Rubens,Surender Reddy,Krishna Reddy,Sri Sathya Sai Arts,May,Telugu,1
Action,6.8,88.0,Arjun,Arjun,G. K. Gopinath (dialogues),Arjun,Surveen Chawla,Arjun Janya,H. C. Venugopal,Kay Kay,Sree Raam Films International,November,Tamil,1
Action,6.6,78.0,Soundarya R. Ashwin,Sunil Lulla,K.S. Ravikumar,Rajinikanth,Deepika Padukone,A. R. Rahman,Padmesh,Anthony[2],Eros International,May,Tamil,1
Action,7.4,85.0,Puri Jagannadh,Bandla Ganesh,Vakkantham Vamsi,N. T. Rama Rao Jr.,Kajal Aggarwal,Songs:,Shyam K. Naidu,S. R. Sekhar,Parameswara Art Productions,February,Telugu,1
Action,8.2,78.0,S. S. Rajamouli,Shobu Yarlagadda,K. V. Vijayendra Prasad,Prabhas,Rana Daggubati,M. M. Keeravani,K. K. Senthil Kumar,Kotagiri Venkateswara Rao,Arka Media Works,July,Telugu,0
Action,7.6,88.0,Koratala Siva,Y. Naveen,Koratala Siva,Mahesh Babu,Shruti Haasan,Devi Sri Prasad,R. Madhi,Kotagiri Venkateswara Rao,G. Mahesh Babu Entertainment Pvt. Ltd,August,Telugu,1
Comedy,7.9,90.0,Maruthi Dasari,V. Vamsi Krishna Reddy,Maruthi Dasari,Nani,Lavanya Tripathi,Gopi Sunder,Nizar Shafi,S. B. Uddhav,UV Creations,September,Telugu,0
Comedy,6.1,83.0,Harish Shankar,Dil Raju,Harish Shankar (Dialogues),Sai Dharam Tej,Regina Cassandra,Mickey J Meyer,C. Ramprasad,Gautham Raju,Sri Venkateswara Creations[1],September,Telugu,0
Comedy,7.6,83.0,Kishore Kumar Pardasani,Daggubati Suresh Babu,Others,Pawan Kalyan,Venkatesh,Anoop Rubens,Jayanan Vincent,Gautham Raju,Suresh Productions,January,Telugu,1
Action,6.7,90.0,Trivikram Srinivas,S. Radha Krishna,Trivikram Srinivas,Allu Arjun,Upendra,Devi Sri Prasad[1],Prasad Murella,Prawin Pudi,Haarika & Hassine Creations,April,Telugu,2
Action,8.2,90.0,Krish,Y. Rajeev Reddy,Krish,Varun Tej,Pragya Jaiswal,Chirantan Bhatt,Gnana Shekar V.S.,Suraj Jagtap,First Frame Entertainment,October,Telugu,1
Romance,7.8,84.0,Palnati Surya Pratap,Sukumar,Sukumar,Raj Tarun,Hebah Patel,Devi Sri Prasad,R. Rathnavelu,Amar Reddy,Sukumar Writings,November,Telugu,1
Comedy,7.7,95.0,Nag Ashwin,Priyanka Dutt,Others,Nani,Malavika Nair,Radhan,Others,Others,Swapna Cinema,March,Telugu,4
Romance,5.5,90.0,Kranthi Madhav,K. A. Vallabha,Others,Sharwanand,Nithya Menen,Gopi Sundar,Gnana Shekar V.S.,Kotagiri Venkateswara Rao,Creative Commercials[1],February,Telugu,1
Action,6.2,82.0,Gunasekhar,Gunasekhar,Gunasekhar,Anushka Shetty,Allu Arjun,Ilaiyaraaja,Ajayan Vincent,Sreekar Prasad,Gunaa Team Works,October,Telugu,1
Others,6.5,91.0,Sai Kiran Adivi,Dil Raju,Abburi Ravi,Sumanth Ashwin,Viswant,Mickey J Meyer,Vijay C Chakravarthy,Madhu,Sri Venkateswara Creations,June,Telugu,3
Action,6.8,74.0,Anil Ravipudi,Nandamuri Kalyan Ram,Anil Ravipudi,Nandamuri Kalyan Ram,Shruti Sodhi,Sai Karthik,Sarvesh Murari,Thammi Raju,N.T.R. Arts,January,Telugu,1
Drama,3.9,74.0,V. V. Vinayak,Nithiin,Kona Venkat (dialogues),Akhil Akkineni,Sayesha Saigal,Songs:,Amol Rathod,Gautham Raju,Sreshth Movies,November,Telugu,1
Action,5.1,83.0,Sampath Nandi,K. K. Radha Mohan,Sampath Nandi,Ravi Teja,Tamannaah,Bheems Cecireleo,Soundararajan,Gautham Raju,Sri Satya Sai Arts,December,Telugu,0
Comedy,5.5,83.0,Others,Sravanthi Ravi Kishore,Others,Ram,Rashi Khanna,Devi Sri Prasad,Others,Others,Sri Sravanthi Movies,October,Telugu,5
Comedy,5.5,86.0,Sreenu Vaitla,DVV Danayya,Sreenu Vaitla,Ram Charan,Rakul Preet Singh,S. Thaman,Manoj Paramahamsa,M. R. Varma,DVV Entertainments,October,Telugu,1
Action,6.1,84.0,Sudheer Varma,B. V. S. N. Prasad,Others,Naga Chaitanya,Kriti Sanon,Sunny M.R.,Richard Prasad,Karthika Srinivas,Sri Venkateswara Cine Chitra,April,Telugu,2
Comedy,7.5,94.0,R. Samala,Ashwani Kumar Sehdev,M.S. Raju & R. Samala,Sumanth Ashwin,Mishti Chakraborty,Jithin Roshan,Samala Bhasker,K.V Krishna Reddy,Others,October,Telugu,3
Action,5.5,86.0,Gopichand Malineni,Ravi Kireeti,Others,Ram,Rakul Preet Singh,S. Thaman,Arthur A. Wilson,Others,United Movies,May,Telugu,2
Action,5.9,77.0,Yogi,V.V.N Prasad,P.maddhu sudan,Naga Shourya,Sonarika Bhadoria,Sagar Mahathi,Others,M.R. Varma,Sathyaa Entertainments,June,Telugu,3
Action,5.1,79.0,Puri Jagannadh,C. Kalyan,Puri Jagannadh,Varun Tej,Disha Patani,Sunil Kashyap,P.G. Vinda,S. R. Sekhar,C. K. Entertainments,December,Telugu,1
Comedy,5.3,76.0,Surender Reddy,Nandamuri Kalyan Ram,Vakkantham Vamsi,Ravi Teja,Rakul Preet Singh,S. Thaman,Manoj Paramahamsa,Gautham Raju,N.T.R. Arts,August,Telugu,1
Horror,5.3,72.0,Ravi Babu,Ravi Babu,Others,Harshvardhan Rane,Poorna,Shekar Chandra,Others,Others,Flying Frogs,April,Telugu,4
Action,5.5,77.0,Radha Krishna Kumar,Vamsi Krishna Reddy,Radha Krishna kumar,Gopichand,Rashi Khanna,Ghibran,Sakthi Saravanan,Kotagiri Venkateshwara Rao,UV Creations,March,Telugu,1
Comedy,5.6,86.0,Prakash Kovelamudi,Prasad V Potluri,Tamil dialogues:,Anushka Shetty,Arya,M. M. Keeravani,Nirav Shah,Prawin Pudi,PVP Cinema,November,Telugu,0
Horror,4.9,72.0,Ohmkar,Others,Others,Ashwin Babu,Dhanya Balakrishna,Sai Karthik,Gnanam,Nagaraj,Varahi Chalana Chitram,October,Telugu,3
Comedy,5.2,82.0,Uday Nandanavanam,M.V.V. Sathyanarayana,Kona Venkat,Nikhil Siddharth,Nanditha Raj,Praveen Lakkaraju,Sai Sriram,Chota K. Prasad,MVV Cinema,December,Telugu,2
Comedy,7.4,83.0,Karthik Varma,Siruvuri Rajesh Varma,Others,Navdeep,Pooja Jhaveri,Sai Karthik,Bharani K. Dharan,Others,R.C.C Entertainments,February,Telugu,5
Comedy,5.4,83.0,Mohan Krishna Indraganti,Aryan Rajesh,Others,Allari Naresh,Eesha Rebba,Kalyani Malik,P.G. Vinda,Dharmendra Kakarala,E. V .V. Cinema,February,Telugu,3
Action,6.8,88.0,Karthik Ghattamaneni,Malkapuram Shiva,Karthik Ghattamaneni,Nikhil Siddharth,Tridha Choudhury,Satya Mahaveer,Karthik Ghattamaneni,Others,Surakh Entertainments,March,Telugu,3
Action,7.1,91.0,Sriram Adittya T,Vijay Chilla,Others,Sudheer Babu,Wamiqa Gabbi,Others,Others,Others,Others,December,Others,7
Others,4.3,14.0,Mahesh Kathi,Kiran Kumar Gudipalli,Aripirala Satyaprasad,Nandu,Nikitha Narayan,Ghantasala Viswanath,Kamalakar,Prasankar,Others,February,Telugu,3
Action,3.6,74.0,A. S. Ravikumar Chowdary,V. Anand Prasad,Sridhar Seepanna (dialogues),Gopichand,Regina Cassandra,Anoop Rubens,Prasad Murella,Gautham Raju,Bhavya Creations,December,Telugu,1
Romance,7.4,94.0,R. Chandru,Sridhar Lagadapati,Sainath Thotapalli,Sudheer Babu,Nanditha Raj,Hari,K S Chandra Sekhar,Ramesh Kolluri,Others,June,Telugu,3
Action,5.6,70.0,Premsai,Gautham Menon,Premsai,Nitin,Yami Gautam,Karthik-Anup Rubens,Satya Ponmar,Praveen Pudi,Photon Kathaas Ondraga Entertainment,September,Telugu,2
Action,6.4,86.0,Samuthirakani,K. S. Sreenivasan,Others,Sarathkumar,Nani,G. V. Prakash Kumar,M. Sukumar - M. Jeevan,S.N.Fazil,Vasan Visual Ventures,March,Telugu,3
Action,5.1,72.0,A. Mallikarjun,Komara Venkatesh,Diamond Ratna Babu (Story and Dialogues),Nandamuri Kalyan Ram,Sonal Chauhan,S. Thaman,Sarvesh Murari,Others,Others,October,Telugu,4
Comedy,5.5,83.0,Srinivass Reddy,Vishnu Manchu,Others,Allari Naresh,Mohan Babu,Raghu Kunche,Others,Others,24 Frames Factory,December,Telugu,6
Action,4.8,66.0,Chimbu Deven,Shibu Thameens,Chimbu Deven,Vijay,Sridevi,Devi Sri Prasad,Natarajan Subramaniam,A. Sreekar Prasad,SKT Studios,October,Tamil,1
Comedy,6.0,83.0,Kanmani,Anandi Arts,Kanmani,Sundeep Kishan,Surbhi,S. Thaman,Chota K. Naidu,Marthand K. Venkatesh,Ushakiran Movies,January,Telugu,2
Comedy,8.1,87.0,Vamsi Paidipally,Prasad V Potluri,Vamsi Paidipally,Akkineni Nagarjuna,Karthi,Gopi Sunder,P. S. Vinod,Madhu,PVP Cinema,March,Telugu,1
Action,7.7,89.0,Sukumar,B. V. S. N. Prasad,Buchibabu Sana,N. T. Rama Rao Jr.,Rakul Preet Singh,Devi Sri Prasad,Vijay C Chakravarthy,Navin Nooli,Sri Venkateswara Cine Chitra,January,Telugu,1
Comedy,8.4,94.0,Tharun Bhascker Dhaassyam,Raj Kandukuri,Others,Ritu Varma,Vijay Deverakonda,Vivek Sagar,Nagesh Banell,Ravi Teja Girijala,BigBen Cinemas(London) & Dharmapath Creations,July,Telugu,1
Comedy,7.1,69.0,Trivikram,S. Radha Krishna,Others,Nithin,Samantha Ruth Prabhu,Mickey J Meyer,Natarajan Subramaniam[1],Kotagiri Venkateswara Rao,Haarika & Hassine Creations,June,Telugu,1
Comedy,7.1,85.0,Merlapaka Gandhi,V. Vamsi Krishna Reddy,Merlapaka Gandhi,Sharwanand,Surbhi,Praveen Lakkaraju,Karthik Ghattamaneni,Others,UV Creations,January,Telugu,1
Action,7.4,85.0,Koratala Siva[1],Naveen Yerneni,Koratala Siva,Mohanlal,Jr. NTR,Devi Sri Prasad,Tirru,Kotagiri Venkateswara Rao,Mythri Movie Makers,September,Telugu,1
Action,8.2,91.0,Surender Reddy,Allu Aravind,Vema Reddy (dialogues),Ram Charan,Arvind Swamy,Hiphop Tamizha,P. S. Vinod,Naveen Nooli,Geetha Arts,December,Telugu,0
Thriller,8.3,91.0,Ravikanth Perepu,PVP cinema,Others,Adivi Sesh,Adah Sharma,Sricharan Pakala,Shaneil Deo,Arjun Shastri,PVP cinema,February,Telugu,1
Action,6.3,87.0,Boyapati Srinu,Allu Aravind,M. Rathnam (Dialogue),Allu Arjun,Aadhi Pinisetty,S. Thaman,Rishi Punjabi,Kotagiri Venkateshwara Rao,Geetha Arts,April,Telugu,0
Comedy,7.1,91.0,Mohan Krishna Indraganti,Sivalenka Krishna Prasad,R. David Nathan,Nani,Surbhi,Mani Sharma,P. G. Vinda,Marthand K. Venkatesh,Sridevi Movies,June,Telugu,1
Comedy,7.1,89.0,Kishore Tirumala,Sravanthi Ravi Kishore,Others,Ram Pothineni,Keerthy Suresh,Devi Sri Prasad,Sameer Reddy,Sreekar Prasad,Sri Sravanthi Movies,January,Telugu,1
Comedy,6.8,81.0,Chandoo Mondeti,S. Naga Vamsi,Others,Naga Chaitanya,Shruti Haasan,Gopi Sunder,Karthik Ghattamaneni,Kotagiri Venkateswara Rao,Sitara Entertainments,October,Telugu,1
Comedy,5.7,69.0,Praveen Sattaru,M. Raaj Kumar,Praveen Sattaru (story/screenplay),Naresh,Siddhu Jonnalagadda,Sricharan Pakala,Ram Reddy,Dharmendra Kakarla,R. K. Studios,March,Telugu,2
Action,6.4,81.0,Kalyan Krishna Kurasala,Akkineni Nagarjuna,Others,Akkineni Nagarjuna,Ramya Krishnan,Anup Rubens,P. S. Vinod,Prawin Pudi,Annapurna Studios,January,Telugu,1
Comedy,7.6,90.0,Hanu Raghavapudi,Ram Achanta,Hanu Raghavapudi,Nani,Mehreen Pirzada,Vishal Chandrasekhar,J Yuvaraj[1],MR Varma[2],14 Reels Entertainment,February,Telugu,1
Comedy,7.8,89.0,Shiva Raj Kanumuri,Shiva Raj Kanumuri,Others,Srinivasa Reddy,Poorna,Ravichandra,Nagesh Banell,Editor Venkat,Shiva Raj Kanumuri,November,Telugu,1
Action,6.1,88.0,Rajasimha Tadinada,Anji Reddy,Rajasimha Tadinada,Sundeep Kishan,Nithya Menen,Mickey J Meyer,Chota K. Naidu,Gautham Raju,Anji Reddy productions,June,Telugu,2
Action,4.6,62.0,Srikanth Addala,Prasad V. Potluri,Srikanth Addala,Mahesh Babu,Samantha Ruth Prabhu,Mickey J. Meyer,R. Rathnavelu,Kotagiri Venkateswara Rao,PVP cinema,May,Telugu,1
Horror,7.6,93.0,Vi Anand,P.V.Rao,Vi Anand,Nikhil Siddharth,Hebah Patel,Shekar Chandra,Sai Sriram,Chota K Prasad,Meghana Arts,November,Telugu,1
Comedy,4.4,85.0,Srinivas Gavireddy,S Sailendra Babu,Srinivas Gavireddy,Raj Tarun,Arthana Binu,Gopi Sunder,Vishwa,Karthik Srinivas,Others,January,Telugu,2
Comedy,6.8,85.0,B. V. Nandini Reddy,K.L.Damodar Prasad,B. V. Nandini Reddy,Naga Shourya,Malavika Nair,Kalyan Koduri,G.V.S Raju,Junaid Siddiqui,Others,March,Telugu,2
Action,5.1,72.0,K. S. Ravindra,Pawan Kalyan,Sai Madhav Burra,Pawan Kalyan,Kajal Aggarwal,Devi Sri Prasad,Arthur A. Wilson,Gautham Raju,Pawan Kalyan Creative Works,April,Telugu,0
Action,7.6,82.0,Sasi,Fatima Vijay Antony,Sasi,Vijay Antony,Satna Titus,Vijay Antony,Prasanna Kumar,Veera Senthil Raj,Vijay Antony Film Corporation,March,Tamil,1
Comedy,7.8,83.0,Chandra Sekhar Yeleti,Sai Korrapati,Others,Mohanlal,Gautami,Mahesh Shankar,Rahul Shrivatsav,G. V. Chandra Sekhar,Varahi Chalana Chitram,August,Telugu,1
Comedy,5.2,77.0,Vasu Varma,Dil Raju,Others,Sunil,Nikki Galrani,Dinesh,Others,Others,Sri Venkateswara Creations,February,Telugu,5
Action,7.5,88.0,Ram Gopal Varma,B. V. Manjunath,K Balaji,Shiva Rajkumar,Sadh Orhan,Ravi Shankar,Rammy,Anwar Ali,ZED3 Pictures,January,Kannada,0
Comedy,7.7,90.0,G. Nageswara Reddy,Sai Teja Naik,Diamond Ratna Babu (dialogues),Manchu Vishnu,Sonarika Bhadoria,Sai Karthik,Siddharth Ramaswamy,M.R. Varma,A.K. Entertainments,April,Telugu,0
Action,4.8,68.0,Madan,Saikumar Pudipeddi[1],Sreenivas Gavireddy,Aadi,Adah Sharma,Agasthya,T surendra reddy,Madhu,R.K. Studios,February,Telugu,1
Action,8.1,97.0,Sagar K Chandra,Prashanti & KrishnaVijay,Others,Sree Vishnu,Tanya Hope,Sai Karthik,Naveen Yadav,Kotagiri Venkateswara Rao,Aran Media Works,December,Telugu,3
Romance,7.5,80.0,K.Dasaradh,Malkapuram Siva Kumar,Others,Manchu Manoj,Regina Cassandra,Veda K,Others,Others,Suraksh Entertainments,March,Telugu,4
Comedy,5.2,85.0,Rama Raju V Gottimukkala,Madhura Sreedhar Reddy,Rama Raju V Gottimukkala,Naga Shourya,Niharika Konidela,Sunil Kashyap,Rami Reddy P,Dharmendra Kakarala,Madhura Entertainment,June,Telugu,0
Thriller,7.8,83.0,Prakash Raj,Prakash Raj,Jogi(Kannada dialogues),Prakash Raj,Priyamani,Ilaiyaraaja,Mukes,Sreekar Prasad,Prakash Raj Productions,October,Kannada,1
Comedy,6.6,82.0,Srinivas Avasarala,Sai Korrapati,Srinivas Avasarala,Nara Rohit,Naga Shourya,Kalyan Koduri,Venkat C.Dilip,Kiran Ganti,Varahi Chalana Chitram,September,Telugu,1
Comedy,4.7,84.0,Bhimaneni Srinivasa Rao,Bheemaneni Suneetha,Others,Bellamkonda Sreenivas,Sonarika Bhadoria,Sri Vasanth,Vijay Ulaganath,Gowtham Raju,Good Will Cinema,February,Telugu,2
Comedy,6.6,87.0,Virinchi Varma,Geetha Golla,Others,Nani,Anu Emmanuel,Gopi Sunder,Gnana Sekhar V.S.,Prawin Pudi,Anandi Art Creations,September,Telugu,1
Comedy,5.5,83.0,Jagadish Talasila,Sai Prasad Kamineni,Others,Lavanya tripathi,Naveen Chandra,M. M. Keeravani,Eshwar Yellumahanthi,Kotagiri Venkateswara Rao,Mayukha Creations,January,Telugu,3
Romance,7.4,90.0,Gautham Menon,Miryala Ravinder Reddy,Gautham Menon(story & screenplay),Naga Chaitanya,Manjima Mohan,A. R. Rahman,Dan Macarthur,Anthony,Dwaraka Creations,November,Telugu,2
