Year,Movie,Genere,Imdb_rating,User_rating,Directed by,Produced by,Written by,Screenplay by,Hero,Heroine,Music by,Cinematography,Edited by,company,Release date,Running time,Language
2017,Duvvada Jagannadham,Comedy,5.4,85%, Harish Shankar , Dil Raju , Harish Shankar (Dialogues) , Ramesh Reddy , Allu Arjun , Pooja Hegde , Devi Sri Prasad , Ayananka Bose , Chota K Prasad , Sri Venkateswara Creations ,23-June-2017, 156 minutes , Telugu 
2017,Middle Class Abbayi,Comedy,2.5,88%, Venu Sri Ram , Dil Raju , Maamidala Thriupathi , Venu Sri Ram , Bhumika Chawla , Nani , Devi Sri Prasad , Sameer Reddy , Prawin pudi , A Dil Raju Production ,21-December-2017, 2:18:05 , Telugu 
2017,Nenu Local,Action,6.4,86%, Trinadha Rao Nakkina , Dil Raju , Prasanna Kumar Bezawada , Prasanna Kumar Bezawada , Nani , Keerthy Suresh , Devi Sri Prasad , Nizar Shafi ,,,3-February-2017, 137 minutes , Telugu 
2017,Fidaa,Romance,7.8,88%, Shekhar Kammula , Dil Raju , Shekhar Kammula , Shekhar Kammula , Varun Tej , Sai Pallavi , Songs: , Vijay C. Kumar , Marthand K. Venkatesh , Sri Venkateswara Creations ,21-July-2017, 148 minutes , Telugu 
2017,Jai Lava Kusa,Action,7.6,88%, K. S. Ravindra , Nandamuri Kalyan Ram , K. S. Ravindra ,, N. T. Rama Rao Jr. , Raashi Khanna , Devi Sri Prasad , Chota K. Naidu , Kotagiri Venkateswara Rao , N.T.R. Arts ,21-September-2017, 153 minutes , Telugu 
2017,Balakrishnudu,Action,3.6,69%, Pavan Mallela , B Mahendra Babu , Raja Kolusu ,, Nara Rohit , Regina Cassandra , Mani Sharma , Vijay C. Kumar , Kotagiri Venkateswara Rao , Saraschandrikaa Visionary Motion Pictures. ,24-November-2017., 130 minutes , Telugu 
2017,Mental Madhilo,Comedy,7.4,93%, Vivek Athreya , Raj Kandukuri ,,, Sree Vishnu , Nivetha Pethuraj , Prashanth R Vihari ,,,,24-November-2017,, Telugu 
2017,LIE,Action,5.8,87%, Hanu Raghavapudi , Ram Achanta , Hanu Raghavapudi ,, Nithiin , Megha Akash , Mani Sharma , J. Yuvaraj , S. R. Shekhar , 14 Reels Entertainment ,11-August-2017, 145 minutes , Telugu 
2017,Hello,Action,3.5,86%, Vikram Kumar , Nagarjuna Akkineni , Vikram Kumar ,, Akhil Akkineni , Kalyani Priyadarshan , Anup Rubens , P. S. Vinod , Prawin Pudi , Annapurna Studios ,22-December-2017, 132 minutes , Telugu 
2017,Sathamanam Bhavati,Romance,7.2,86%, Satish Vegesna , Dil Raju , Satish Vegesna , Satish Vegesna , Sharwanand , Anupama Parameswaran , Mickey J. Meyer , Sameer Reddy , Madhu , Sri Venkateswara Creations ,14-January-2017, 2 hrs 15 min , Telugu 
2017,Rarandoi Veduka Chudham,Action,5.8,85%, Kalyan Krishna Kurasala , Nagarjuna Akkineni , Kalyan Krishna Kurasala , Satyanand , Yuva Samrat Akkineni Naga Chaitanya , Rakul Preet Singh , Devi Sri Prasad , S. V. Vishweshwar , Gautham Raju , Annapurna Studios[1] ,26-May-2017, 150 minutes , Telugu 
2017,Ninnu Kori,Comedy,7.6,93%, Shiva Nirvana , DVV Danayya , Shiva Nirvana , Kona Venkat , Nani , Niveda Thomas , Gopi Sunder , Karthik Ghattamaneni , Prawin Pudi , DVV Entertainments ,July-7, 137 minutes , Telugu 
2017,Spyder,Action,7.2,83%, AR Murugadoss , N. V. Prasad , AR Murugadoss ,, Mahesh Babu , S. J. Surya , Harris Jayaraj , Santosh Sivan , A. Sreekar Prasad , NVR CinemaLLP ,27-September-2017, 145 min (Telugu) , Telugu 
2017,Gautamiputra Satakarni,Action,6.8,79%, Krish , Y. Rajeev Reddy , Sai Madhav Burra (Dialogues) , Krish , Nandamuri Balakrishna , Shriya Saran , Chirantan Bhatt , Gnana Shekar V.S , Suraj Jagtap , First Frame Entertainments[1] ,12-January-2017, 135 mins , Telugu 
2017,The Ghazi Attack,Action,7.7,94%, Sankalp Reddy , Anvesh Reddy , Azad Alam , Sankalp Reddy , Rana Daggubati , Atul Kulkarni , K , R. Madhi , A. Sreekar Prasad , PVP Cinema ,17-February-2017, 123 minutes , Telugu 
2017,Mahanubhavudu,Comedy,3/5,85%, Maruthi Dasari , V. Vamsi Krishna Reddy , Maruthi Dasari ,, Sharwanand , Mehreen Pirzada , S. Thaman , Nizar Shafi , Kotagiri Venkateswara Rao , UV Creations ,29-September-2017, 151 minutes , Telugu 
2017,Nene Raju Nene Mantri,Action,5.8,88%, Teja , D. Suresh Babu , Teja ,, Rana Daggubati , Kajal Aggarwal , Anoop Rubens , Venkat C. Dileep , Kotagiri Venkateswara Rao , Suresh Productions ,11-August-2017, 153 minutes , Telugu 
2017,PSV Garuda Vega,Action,3/5,93%, Praveen Sattaru , M Koteswara Raju ,, Praveen Sattaru , Rajasekhar , Pooja Kumar , (Song) Bheems Cecireleo , Anji , Dharmendra Kakarala , Jyo Star Enterprises ,3-November-2017,, Telugu 
2017,Khaidi No. 150,Comedy,6.3,79%, V.V. Vinayak , Ram Charan , Paruchuri Brothers , V.V. Vinayak , Chiranjeevi , Kajal Aggarwal , Devi Sri Prasad , R. Rathnavelu , Gowtham Raju , Konidela Production Company ,11-January-2017, 141 mins.[1] , Telugu 
2017,Raju Gari Gadhi 2,Horror,5.2,88%, Ohmkar , Prasad V Potluri , Abburi Ravi (dialogues) , Ohmkar , Nagarjuna Akkineni , Samantha Akkineni , S. Thaman , R. Diwakaran , Madhu , PVP Cinema ,13-October-2017, 127 minutes , Telugu 
2017,Katamarayudu,Action,6.1,81%, Kishore Kumar Pardasani , Sharrath Marar , Srinivasa Reddy (dialogues) , Vasu Varma , Pawan Kalyan , Shruti Haasan , Anup Rubens , Prasad Murella , Gautham Raju , North Star Entertainment ,24-March-2017,, Telugu 
2017,Paisa Vasool,Action,3/5,73%, Puri Jagannadh , V. Anand Prasad , Puri Jagannadh ,, Nandamuri Balakrishna , Shriya Saran , Anup Rubens , Mukesh G , Junaid Siddiqui , Bhavya Creations[2] ,1-September-2017, 142 minutes , Telugu 
2017,Goutham Nanda,Action,6.4,88%, Sampath Nandi , J. Bhagavan , Sampath Nandi ,, Gopichand , Hansika Motwani , S. Thaman , Sounder Rajan , Gautham Raju , Sri Balaji Cine Media[1] ,28-July-2017, 156 minutes , Telugu 
2017,Napoleon,Action,,96%,,,,,,,,,,,,,
2017,Theeran Adhigaaram Ondru,Action,8.5,95%, H. Vinoth , S. R. Prakashbabu , H. Vinoth ,, Karthi , Rakul Preet Singh , Ghibran , Sathyan Sooryan , Shivanandeeswaran , Dream Warrior Pictures ,17-November-2017, 163 minutes , Tamil 
2017,Dora,Horror,5.5,77%, Doss Ramasamy , A. Sarkunam ,,, Nayanthara , Music by , Vivek-Mervin , Dinesh Krishnan , Gopi Krishna , A Sarkunam Cinemaz ,31-March-2017, 137 minutes , Tamil 
2017,Annadurai,Action,5.3,87%, G. Srinivasan , Fatima Vijay Antony , G. Srinivasan ,, Vijay Antony , Diana Champika , Vijay Antony , Dillraj , Vijay Antony , R Studios ,30-November-2017,, Tamil 
2017,Malli Raava,Romance,8.4,96%, Gowtam Tinnanuri , Rahul Yadav Nakka ,,, Sumanth , Aakanksha Singh , Shravan Bharadwaj , Satish Mutyala ,,,8-December-2017,, Telugu 
2017,Ami Thumi,Comedy,6.7,89%, Mohanakrishna Indraganti , K C Narasimha Rao , Mohanakrishna Indraganti ,, Avasarala Srinivas , Adivi Sesh , Mani Sharma , P. G. Vinda , Marthand K. Venkatesh , A Green Tree Productions ,June-9, 124 minutes , Telugu 
2017,The House Next Door,Horror,7.1,93%, Milind Rau , Siddharth , Milind Rau ,, Siddharth , Andrea Jeremiah , Girishh , Shreyaas Krishna , Lawrence Kishore , Viacom 18 Motion Pictures ,3-November-2017, 137 minutes , Tamil 
2017,Nakshatram,Action,3/5,70%, Krishna Vamsi , K. Srinivasulu , Krishna Vamsi ,, Sundeep Kishan , Regina Cassandra , Bheems Ceciroleo ,, Siva Y. Prasad , Sri Chakra Media ,4-August-2017,, Telugu 
2017,Raja the Great,Action,6.7,91%, Anil Ravipudi , Dil Raju , Anil Ravipudi ,, Ravi Teja , Mehreen Pirzada , Sai Karthik , Mohana Krishna , Tammi Raju , Sri Venkateswara Creations ,18-October-2017, 150 mins , Telugu 
2017,Jawaan,Action,3/5,84%, B. V. S. Ravi , Krishna , B. V. S. Ravi ,, Sai Dharam Tej , Mehreen Pirzada , S. Thaman , K. V. Guhan , S. R. Shekhar , Arunachal Creations ,1st-December-2017,, Telugu 
2017,Singam 3,Action,6.6,83%, Hari , K. E. Gnanavel Raja , Hari ,, Suriya , Anushka Shetty , Harris Jayaraj , Priyan , V. T. Vijayan , Studio Green ,9-February-2017, 156 minutes , Tamil 
2017,Andhhagadu,Comedy,5.9,84%, Veligonda Srinivas , Sunkara Ramabrahmam , B. Bhanu Kiran , Veligonda Srinivas , Raj Tarun , Hebah Patel , Shekar Chandra , B. Rajashekar , M. R. Varma , AK Entertainments Pvt Ltd[1] ,2-June-2017, 132 mins , Telugu 
2017,Kathalo Rajakumari,Comedy,1.5,77%, Mahesh Surapaneni , Sudhakar Reddy Beeram [1] ,, Mahesh Surapaneni , Nara Rohit , Namitha Pramod , Ilaiyaraaja , Naresh Kancharana , Kartheek Srinivas , Sudhakar Impex (India) ,September-15th-2017,, Telugu 
2017,Anando Brahma,Horror,3/5,90%, Mahi V Raghav , Vijay Chilla , Mahi V Raghav ,, Taapsee Pannu , Vennela Kishore , K , Anish Tharun Kumar , Shravan Katikaneni , 70mm Entertainments ,10-August-2017, 123 minutes , Telugu 
2017,Shamantakamani,Action,3/5,90%, Sriram Adittya , V. Anand Prasad , Venky , Sriram Adittya , Nara Rohit , Sudheer Babu , Mani Sharma , Sameer Reddy , Prawin Pudi , Bhavya Creations[1] ,14-July-2017, 127 mins , Telugu 
2017,Mister,Action,3.8,71%, Srinu Vaitla , Nallamalupu Bujji , Gopimohan,, Varun Tej , Lavanya Tripathi , Mickey J. Meyer , K. V. Guhan , M. R. Varma , Sri Lakshmi Narasimha Productions,14-April-2017, 157 minutes , Telugu 
2017,Jaya Janaki Nayaka,Action,3/5,85%, Boyapati Srinu , M. Ravinder Reddy , M. Rathnam (dialogues) , Boyapati Srinu , Bellamkonda Sreenivas , Rakul Preet Singh , Devi Sri Prasad , Rishi Punjabi , Kotagiri Venkateswara Rao , Dwaraka Creations ,11-August-2017, 149 minutes , Telugu 
2017,Vunnadhi Okate Zindagi,Action,6.6,92%, Kishore Tirumala , Krishna Chaitanya , Kishore Tirumala ,, Ram Pothineni , Anupama Parameswaran , Devi Sri Prasad , Sameer Reddy , A. Sreekar Prasad , Sravanthi Cinematics ,October-27, 152 minutes , Telugu 
2018,Bhaagamathie,Horror,7.7,93%, G. Ashok , V. Vamsi Krishna Reddy , G. Ashok ,, Anushka Shetty , Unni Mukundan , S. Thaman , R. Madhi , Kotagiri Venkateswara Rao , UV Creations ,26-January-2018, 142 minutes , Telugu 
2018,Touch Chesi Chudu,Action,2/5,89%, Vikram Sirikonda , Nallamalapu Srinivas , Sreenivasa Reddy , Vikram Sirikonda , Ravi Teja , Raashi Khanna, JAM8 (Apprentice band of Pritam) , Richard Prasad , Gautham Raju , Sri Lakshmi Narasimha Productions ,2-February-2018,, Telugu 
2018,Chalo,Comedy,78%,93%, Venky Kudumula , Usha Mulpuri , Venky Kudumula ,, Naga Shaurya, Rashmika Mandanna , Mahati Swara Sagar , Sai Sriram , Kotagiri Venkateswara Rao , Ira Creations ,2-February-2018, 140 min , Telugu 
2018,Agnyaathavaasi,Action,5.4,69%, Trivikram Srinivas , S. Radha Krishna , Trivikram Srinivas ,, Pawan Kalyan , Keerthy Suresh , Anirudh Ravichander , V. Manikandan , Kotagiri Venkateswara Rao , Haarika & Hassine Creations ,10-January-2018,, Telugu 
2018,Jai Simha,Action,71%,72%, K. S. Ravikumar , C. Kalyan , M. Ratnam , K. S. Ravikumar , Nandamuri Balakrishna , Nayanthara , Chirantan Bhatt , C. Ram Prasad , Praveen Antony , C.K. Entertainments[1] ,12-January-2018, 164 minutes , Telugu 
2018,Thaanaa Serndha Koottam,Comedy,8/1,89%, Vignesh Shivan , K. E. Gnanavel Raja , Vignesh Shivan ,, Suriya , Karthik , Anirudh Ravichander , Dinesh Krishnan , A. Sreekar Prasad , Studio Green ,12-January-2018,, Tamil 
